store_id,month,revenue
S013,2025-08,574144.43
S013,2025-09,625579.64
S013,2025-10,710974.84
S013,2025-11,752691.16
S013,2025-12,767690.7
S014,2025-01,70564.28
S014,2025-02,72290.83
S014,2025-03,75715.95
S014,2025-04,75990.5
S014,2025-05,79767.88
S014,2025-06,82501.39
S014,2025-07,77517.61
S014,2025-08,77531.13
S014,2025-09,81651.4
S014,2025-10,85271.04
S014,2025-11,103183.63
S014,2025-12,89069.02
S015,2025-01,214963.34
S015,2025-02,192580.31
S015,2025-03,215722.87
S015,2025-04,221409.81
S015,2025-05,211949.94
S015,2025-06,228293.39
S015,2025-07,237392.01
S015,2025-08,230012.6
S015,2025-09,222249.02
S015,2025-10,279921.8
S015,2025-11,287057.22
S015,2025-12,257899.75
S016,2025-01,494751.61
S016,2025-02,459008.41
S016,2025-03,443557.88
S016,2025-04,467086.01
S016,2025-05,499690.51
S016,2025-06,524643.19
S016,2025-07,544561.99
S016,2025-08,548610.74
S016,2025-09,558097.45
S016,2025-10,620970.5
S016,2025-11,649752.64
S016,2025-12,583669.65
S017,2025-01,327911.91
S017,2025-02,319302.41
S017,2025-03,294259.14
S017,2025-04,346741.25
S017,2025-05,371553.76
S017,2025-06,364000.17
S017,2025-07,366638.67
S017,2025-08,395291.27
S017,2025-09,371603.66
S017,2025-10,433756.84
S017,2025-11,431721.12
S017,2025-12,506558.31
S018,2025-01,108509.22
S018,2025-02,105408.12
S018,2025-03,122020.86
S018,2025-04,117036.06
S018,2025-05,132076.32
S018,2025-06,127336.57
S018,2025-07,126453.11
S018,2025-08,124474.38
S018,2025-09,139727.94
S018,2025-10,141532.3
S018,2025-11,159691.59
S018,2025-12,151629.13
S019,2025-01,165506.96
S019,2025-02,165162.64
S019,2025-03,170656.21
S019,2025-04,178751.49
S019,2025-05,171714.28
S019,2025-06,189768.69
S019,2025-07,172433.87
S019,2025-08,191519.07
S019,2025-09,193020.74
S019,2025-10,213424.52
S019,2025-11,219925.54
S019,2025-12,194637.53
S020,2025-01,117713.69
S020,2025-02,110554.21
S020,2025-03,113196.98
S020,2025-04,136472.66
S020,2025-05,145441.8
S020,2025-06,130419.08
S020,2025-07,138545.87
S020,2025-08,135429.63
S020,2025-09,138027.47
S020,2025-10,158342.22
S020,2025-11,179969.58
S020,2025-12,153260.2
S021,2025-01,166351.62
S021,2025-02,173628.92
S021,2025-03,180060.5
S021,2025-04,189369.37
S021,2025-05,198704.42
S021,2025-06,202623.33
S021,2025-07,203224.94
S021,2025-08,191975.59
S021,2025-09,193834.97
S021,2025-10,212402.23
S021,2025-11,228786.34
S021,2025-12,198619.41
S022,2025-01,70453.13
S022,2025-02,71301.91
S022,2025-03,72389.28
S022,2025-04,77230.26
S022,2025-05,79009.02
S022,2025-06,87378.27
S022,2025-07,81296.94
S022,2025-08,88251.04
S022,2025-09,72638.87
S022,2025-10,97818.58
S022,2025-11,108890.5
S022,2025-12,100707.4
S023,2025-01,102302.59
S023,2025-02,118716.82
S023,2025-03,119928.65
S023,2025-04,108031.66
S023,2025-05,137249.75
S023,2025-06,141100.39
S023,2025-07,119365.64
S023,2025-08,133298.53
S023,2025-09,147735.83
S023,2025-10,156309.18
S023,2025-11,170910.49
S023,2025-12,131788.57
S024,2025-01,54803.13
S024,2025-02,50873.84
S024,2025-03,58101.01
S024,2025-04,58288.71
S024,2025-05,58612.22
S024,2025-06,61984.39
S024,2025-07,60493.89
S024,2025-08,60391.85
S024,2025-09,60947.74
S024,2025-10,61137.6
S024,2025-11,77179.79
S024,2025-12,67519.07
S025,2025-01,120424.82
S025,2025-02,120880.37
S025,2025-03,112704.39
S025,2025-04,119240.21
S025,2025-05,133371.47
S025,2025-06,141834.03
S025,2025-07,146917.85
S025,2025-08,127526.31
S025,2025-09,150380.66
S025,2025-10,152890.53
S025,2025-11,164566.47
S025,2025-12,157457.62
S026,2025-01,291375.91
S026,2025-02,276835.99
S026,2025-03,292560.56
S026,2025-04,308515.36
S026,2025-05,326644.62
S026,2025-06,315429.58
S026,2025-07,324432.0
S026,2025-08,340344.64
S026,2025-09,326906.7
S026,2025-10,367253.19
S026,2025-11,385422.09
S026,2025-12,365646.25
S027,2025-01,160888.71
S027,2025-02,162618.73
S027,2025-03,180281.03
S027,2025-04,177462.51
S027,2025-05,165337.66
S027,2025-06,190266.46
S027,2025-07,212871.06
S027,2025-08,186829.18
S027,2025-09,174928.84
S027,2025-10,207867.69
S027,2025-11,229812.39
S027,2025-12,215939.3
S028,2025-01,488430.29
S028,2025-02,488131.96
S028,2025-03,503641.85
S028,2025-04,502789.83
S028,2025-05,549060.16
S028,2025-06,484252.5
S028,2025-07,516958.39
S028,2025-08,515155.94
S028,2025-09,553037.48
S028,2025-10,607381.52
S028,2025-11,652220.24
S028,2025-12,591544.76
S029,2025-01,248758.58
S029,2025-02,227745.74
S029,2025-03,248217.95
S029,2025-04,265369.7
S029,2025-05,263491.4
S029,2025-06,268933.61
S029,2025-07,289171.01
S029,2025-08,273234.02
S029,2025-09,295078.05
S029,2025-10,309492.2
S029,2025-11,372570.93
S029,2025-12,323717.05
S030,2025-01,50206.59
S030,2025-02,50274.41
S030,2025-03,50886.82
S030,2025-04,51057.81
S030,2025-05,52607.88
S030,2025-06,53710.73
S030,2025-07,53282.69
S030,2025-08,56643.16
S030,2025-09,55871.02
S030,2025-10,62394.75
S030,2025-11,68297.34
S030,2025-12,64891.41
S031,2025-01,108798.59
S031,2025-02,100095.67
S031,2025-03,114246.81
S031,2025-04,125094.83
S031,2025-05,119785.11
S031,2025-06,114805.47
S031,2025-07,118226.03
S031,2025-08,119511.04
S031,2025-09,121842.71
S031,2025-10,127037.01
S031,2025-11,151230.79
S031,2025-12,139837.49
S032,2025-01,98839.78
S032,2025-02,101833.67
S032,2025-03,100936.01
S032,2025-04,99754.32
S032,2025-05,106544.95
S032,2025-06,115868.18
S032,2025-07,117601.52
S032,2025-08,115472.13
S032,2025-09,112705.71
S032,2025-10,129645.54
S032,2025-11,146413.13
S032,2025-12,126149.61
S033,2025-01,228624.39
S033,2025-02,248825.12
S033,2025-03,229815.54
S033,2025-04,226536.91
S033,2025-05,274597.42
S033,2025-06,276674.0
S033,2025-07,258928.25
S033,2025-08,261365.34
S033,2025-09,254995.2
S033,2025-10,293070.13
S033,2025-11,346367.19
S033,2025-12,298097.2
S034,2025-01,107473.06
S034,2025-02,102752.44
S034,2025-03,110593.82
S034,2025-04,108868.45
S034,2025-05,111950.94
S034,2025-06,104674.05
S034,2025-07,115134.41
S034,2025-08,125203.25
S034,2025-09,116080.6
S034,2025-10,124888.88
S034,2025-11,150762.95
S034,2025-12,140524.99
S035,2025-01,280087.41
S035,2025-02,246843.98
S035,2025-03,321899.23
S035,2025-04,274696.22
S035,2025-05,303062.74
S035,2025-06,303970.42
S035,2025-07,292365.54
S035,2025-08,303406.48
S035,2025-09,322391.3
S035,2025-10,331166.17
S035,2025-11,403066.27
S035,2025-12,358625.99
S036,2025-01,90893.05
S036,2025-02,88379.74
S036,2025-03,106013.18
S036,2025-04,98299.38
S036,2025-05,111185.58
S036,2025-06,114241.14
S036,2025-07,107517.35
S036,2025-08,118146.85
S036,2025-09,106027.17
S036,2025-10,126932.07
S036,2025-11,139079.19
S036,2025-12,130725.24
S037,2025-01,82069.84
S037,2025-02,81340.79
S037,2025-03,99912.19
S037,2025-04,102130.87
S037,2025-05,101715.85
S037,2025-06,104876.35
S037,2025-07,106448.93
S037,2025-08,98927.55
S037,2025-09,104981.8
S037,2025-10,102642.77
S037,2025-11,124037.04
S037,2025-12,125330.44
S038,2025-01,147495.06
S038,2025-02,157995.61
S038,2025-03,160820.15
S038,2025-04,154248.8
S038,2025-05,160068.99
S038,2025-06,182722.5
S038,2025-07,182798.15
S038,2025-08,176650.89
S038,2025-09,179872.33
S038,2025-10,197055.82
S038,2025-11,227936.7
S038,2025-12,221894.86
S039,2025-01,410325.16
S039,2025-02,377562.43
S039,2025-03,392063.82
S039,2025-04,416337.8
S039,2025-05,433727.65
S039,2025-06,442483.32
S039,2025-07,470398.17
S039,2025-08,485091.28
S039,2025-09,446636.22
S039,2025-10,538986.5
S039,2025-11,572453.22
S039,2025-12,504849.93
S040,2025-01,115444.67
S040,2025-02,113893.41
S040,2025-03,108679.22
S040,2025-04,127434.83
S040,2025-05,125796.96
S040,2025-06,136986.4
S040,2025-07,120738.7
S040,2025-08,120030.38
S040,2025-09,113072.79
S040,2025-10,140006.02
S040,2025-11,154624.06
S040,2025-12,138585.12
S041,2025-01,87290.51
S041,2025-02,79512.51
S041,2025-03,97713.38
S041,2025-04,93080.27
S041,2025-05,114266.76
S041,2025-06,98679.97
S041,2025-07,97388.95
S041,2025-08,98356.54
S041,2025-09,96499.53
S041,2025-10,114559.57
S041,2025-11,121676.42
S041,2025-12,124893.52
S042,2025-01,373064.79
S042,2025-02,398366.97
S042,2025-03,412504.03
S042,2025-04,413873.97
S042,2025-05,458495.55
S042,2025-06,452986.59
S042,2025-07,510195.05
S042,2025-08,424955.63
S042,2025-09,453868.32
S042,2025-10,523689.37
S042,2025-11,492374.43
S042,2025-12,544710.92
S043,2025-01,87079.73
S043,2025-02,79033.75
S043,2025-03,82226.32
S043,2025-04,89324.23
S043,2025-05,82788.46
S043,2025-06,94018.29
S043,2025-07,101926.62
S043,2025-08,95029.53
S043,2025-09,109197.22
S043,2025-10,118093.75
S043,2025-11,129248.28
S043,2025-12,115457.56
S044,2025-01,194055.17
S044,2025-02,209031.1
S044,2025-03,230800.51
S044,2025-04,230798.22
S044,2025-05,245887.24
S044,2025-06,275235.78
S044,2025-07,234557.57
S044,2025-08,280820.07
S044,2025-09,278406.27
S044,2025-10,287364.38
S044,2025-11,303651.85
S044,2025-12,284016.32
S045,2025-01,82508.09
S045,2025-02,96914.68
S045,2025-03,102742.73
S045,2025-04,91204.55
S045,2025-05,97842.46
S045,2025-06,105421.97
S045,2025-07,103298.19
S045,2025-08,93023.96
S045,2025-09,104205.97
S045,2025-10,127700.41
S045,2025-11,124534.65
S045,2025-12,120410.95
S046,2025-01,326612.04
S046,2025-02,351656.44
S046,2025-03,366718.27
S046,2025-04,364735.67
S046,2025-05,360322.24
S046,2025-06,426696.73
S046,2025-07,368343.2
S046,2025-08,411144.76
S046,2025-09,366633.82
S046,2025-10,460885.69
S046,2025-11,521545.68
S046,2025-12,495539.22
S047,2025-01,136260.59
S047,2025-02,146060.05
S047,2025-03,161971.89
S047,2025-04,147324.69
S047,2025-05,149304.48
S047,2025-06,157508.56
S047,2025-07,155164.75
S047,2025-08,152374.84
S047,2025-09,159195.59
S047,2025-10,191485.67
S047,2025-11,203573.92
S047,2025-12,179471.21
S048,2025-01,115963.96
S048,2025-02,119890.74
S048,2025-03,144042.16
S048,2025-04,129189.38
S048,2025-05,151708.19
S048,2025-06,143420.65
S048,2025-07,156180.85
S048,2025-08,154413.13
S048,2025-09,161027.66
S048,2025-10,166929.6
S048,2025-11,185961.14
S048,2025-12,172645.3
S049,2025-01,233312.46
S049,2025-02,231934.73
S049,2025-03,221665.07
S049,2025-04,247220.41
S049,2025-05,255825.9
S049,2025-06,260864.87
S049,2025-07,265835.85
S049,2025-08,255069.52
S049,2025-09,275328.83
S049,2025-10,299077.04
S049,2025-11,325322.34
S049,2025-12,313220.33
S050,2025-01,112581.14
S050,2025-02,93717.28
S050,2025-03,117410.61
S050,2025-04,118665.22
S050,2025-05,111628.78
S050,2025-06,126679.41
S050,2025-07,121040.03
S050,2025-08,120772.34
S050,2025-09,123833.81
S050,2025-10,138143.6
S050,2025-11,145105.11
S050,2025-12,150261.25
S051,2025-01,322358.86
S051,2025-02,311098.06
S051,2025-03,353667.68
S051,2025-04,348142.41
S051,2025-05,380618.76
S051,2025-06,389024.32
S051,2025-07,348877.03
S051,2025-08,395573.46
S051,2025-09,356425.84
S051,2025-10,440072.8
S051,2025-11,512896.05
S051,2025-12,456539.0
S052,2025-01,202511.04
S052,2025-02,237682.62
S052,2025-03,269888.85
S052,2025-04,246479.99
S052,2025-05,255391.27
S052,2025-06,244034.33
S052,2025-07,270895.01
S052,2025-08,282121.12
S052,2025-09,284677.7
S052,2025-10,342968.88
S052,2025-11,326969.98
S052,2025-12,280467.43
S053,2025-01,618240.61
S053,2025-02,519009.49
S053,2025-03,621546.58
S053,2025-04,727855.52
S053,2025-05,694278.55
S053,2025-06,702869.45
S053,2025-07,781014.99
S053,2025-08,692499.21
S053,2025-09,781519.14
S053,2025-10,785065.39
S053,2025-11,888187.01
S053,2025-12,766295.35
S054,2025-01,216930.68
S054,2025-02,201035.31
S054,2025-03,231747.35
S054,2025-04,248316.58
S054,2025-05,233010.53
S054,2025-06,281765.58
S054,2025-07,262241.09
S054,2025-08,256571.06
S054,2025-09,277142.41
S054,2025-10,270682.7
S054,2025-11,319378.28
S054,2025-12,287025.22
S055,2025-01,114232.81
S055,2025-02,96835.13
S055,2025-03,110377.72
S055,2025-04,116856.9
S055,2025-05,119713.58
S055,2025-06,115738.31
S055,2025-07,115945.14
S055,2025-08,116991.6
S055,2025-09,129186.32
S055,2025-10,132848.25
S055,2025-11,155995.18
S055,2025-12,144782.58
S056,2025-01,182904.23
S056,2025-02,207117.91
S056,2025-03,245648.72
S056,2025-04,244722.36
S056,2025-05,238253.04
S056,2025-06,223756.31
S056,2025-07,248717.98
S056,2025-08,249740.22
S056,2025-09,245998.73
S056,2025-10,270748.43
S056,2025-11,321660.98
S056,2025-12,267149.15
S057,2025-01,136476.54
S057,2025-02,147013.3
S057,2025-03,155310.62
S057,2025-04,167030.49
S057,2025-05,166435.9
S057,2025-06,159529.82
S057,2025-07,171958.03
S057,2025-08,155871.04
S057,2025-09,170525.07
S057,2025-10,189532.88
S057,2025-11,201758.49
S057,2025-12,220689.49
S058,2025-01,84701.29
S058,2025-02,89609.36
S058,2025-03,93739.54
S058,2025-04,99161.98
S058,2025-05,101559.95
S058,2025-06,99594.42
S058,2025-07,114117.04
S058,2025-08,105241.26
S058,2025-09,113818.35
S058,2025-10,117446.15
S058,2025-11,129187.09
S058,2025-12,138429.35
S059,2025-01,681182.41
S059,2025-02,568444.56
S059,2025-03,604154.6
S059,2025-04,747763.08
S059,2025-05,701301.03
S059,2025-06,669860.1
S059,2025-07,794627.48
S059,2025-08,750964.01
S059,2025-09,784212.71
S059,2025-10,861813.74
S059,2025-11,854499.61
S059,2025-12,791275.5
S060,2025-01,139498.11
S060,2025-02,115508.07
S060,2025-03,125152.84
S060,2025-04,132132.81
S060,2025-05,159272.61
S060,2025-06,149796.99
S060,2025-07,156654.84
S060,2025-08,148887.1
S060,2025-09,148062.21
S060,2025-10,169011.55
S060,2025-11,166691.99
S060,2025-12,161723.74
S061,2025-01,176864.19
S061,2025-02,153743.9
S061,2025-03,175889.82
S061,2025-04,184002.03
S061,2025-05,183824.79
S061,2025-06,172461.79
S061,2025-07,190241.14
S061,2025-08,186272.15
S061,2025-09,204654.56
S061,2025-10,217691.86
S061,2025-11,246512.23
S061,2025-12,219492.86
S062,2025-01,130377.79
S062,2025-02,113254.1
S062,2025-03,119217.89
S062,2025-04,120495.33
S062,2025-05,137259.65
S062,2025-06,138048.96
S062,2025-07,153273.15
S062,2025-08,140266.54
S062,2025-09,153490.16
S062,2025-10,168512.67
S062,2025-11,173224.36
S062,2025-12,172724.34
S063,2025-01,34360.78
S063,2025-02,29658.72
S063,2025-03,34093.0
S063,2025-04,34194.07
S063,2025-05,33924.16
S063,2025-06,33879.75
S063,2025-07,35275.27
S063,2025-08,37500.5
S063,2025-09,35414.75
S063,2025-10,40192.41
S063,2025-11,48327.74
S063,2025-12,44746.71
S064,2025-01,52000.65
S064,2025-02,57210.85
S064,2025-03,61828.59
S064,2025-04,58516.88
S064,2025-05,51551.57
S064,2025-06,63835.21
S064,2025-07,54251.8
S064,2025-08,66467.45
S064,2025-09,67719.93
S064,2025-10,74824.06
S064,2025-11,77173.66
S064,2025-12,70396.22
S065,2025-01,219910.99
S065,2025-02,213747.54
S065,2025-03,248463.29
S065,2025-04,255629.33
S065,2025-05,252777.92
S065,2025-06,246064.34
S065,2025-07,299162.55
S065,2025-08,271791.67
S065,2025-09,245411.46
S065,2025-10,278842.49
S065,2025-11,336717.62
S065,2025-12,289069.45
S066,2025-01,76346.86
S066,2025-02,77024.16
S066,2025-03,63710.31
S066,2025-04,81222.14
S066,2025-05,83094.32
S066,2025-06,83183.16
S066,2025-07,88254.92
S066,2025-08,89072.0
S066,2025-09,90065.96
S066,2025-10,93365.66
S066,2025-11,110091.94
S066,2025-12,100703.29
S067,2025-01,109192.77
S067,2025-02,100281.62
S067,2025-03,105685.81
S067,2025-04,111816.53
S067,2025-05,125049.2
S067,2025-06,125130.74
S067,2025-07,117754.15
S067,2025-08,131443.52
S067,2025-09,141935.77
S067,2025-10,136125.26
S067,2025-11,142054.05
S067,2025-12,142515.31
S068,2025-01,71103.39
S068,2025-02,68370.68
S068,2025-03,67396.72
S068,2025-04,80283.99
S068,2025-05,81237.41
S068,2025-06,74061.32
S068,2025-07,75498.02
S068,2025-08,75402.87
S068,2025-09,78770.15
S068,2025-10,90951.96
S068,2025-11,98722.33
S068,2025-12,95456.46
S069,2025-01,80924.39
S069,2025-02,83451.31
S069,2025-03,76827.15
S069,2025-04,86908.36
S069,2025-05,76511.1
S069,2025-06,82251.57
S069,2025-07,90075.61
S069,2025-08,91621.27
S069,2025-09,92586.82
S069,2025-10,96217.23
S069,2025-11,108469.08
S069,2025-12,112517.0
S070,2025-01,140481.21
S070,2025-02,153744.09
S070,2025-03,156587.94
S070,2025-04,160498.77
S070,2025-05,149328.8
S070,2025-06,171470.97
S070,2025-07,161826.51
S070,2025-08,153892.46
S070,2025-09,176066.41
S070,2025-10,168709.08
S070,2025-11,195306.73
S070,2025-12,192330.08
S071,2025-01,82210.01
S071,2025-02,68899.61
S071,2025-03,74670.07
S071,2025-04,83150.55
S071,2025-05,76039.03
S071,2025-06,85289.25
S071,2025-07,90559.55
S071,2025-08,82673.72
S071,2025-09,92358.65
S071,2025-10,94747.67
S071,2025-11,99894.25
S071,2025-12,97179.66
S072,2025-01,96873.2
S072,2025-02,96225.03
S072,2025-03,104305.8
S072,2025-04,111426.02
S072,2025-05,113265.43
S072,2025-06,97394.44
S072,2025-07,114066.37
S072,2025-08,104128.62
S072,2025-09,116262.8
S072,2025-10,125065.94
S072,2025-11,148084.68
S072,2025-12,132449.43
S073,2025-01,129716.5
S073,2025-02,130438.14
S073,2025-03,142735.17
S073,2025-04,138575.82
S073,2025-05,143164.19
S073,2025-06,145413.22
S073,2025-07,143815.85
S073,2025-08,140577.17
S073,2025-09,133531.85
S073,2025-10,153134.25
S073,2025-11,163894.92
S073,2025-12,183332.24
S074,2025-01,96493.88
S074,2025-02,92687.14
S074,2025-03,95905.21
S074,2025-04,104357.02
S074,2025-05,101396.56
S074,2025-06,109566.19
S074,2025-07,112194.15
S074,2025-08,104419.73
S074,2025-09,108435.59
S074,2025-10,127983.36
S074,2025-11,135264.94
S074,2025-12,122561.36
S075,2025-01,144321.37
S075,2025-02,135972.71
S075,2025-03,153450.91
S075,2025-04,168067.65
S075,2025-05,163815.12
S075,2025-06,189176.74
S075,2025-07,174718.69
S075,2025-08,171225.73
S075,2025-09,167002.16
S075,2025-10,185042.73
S075,2025-11,200300.16
S075,2025-12,174017.45
S076,2025-01,484432.87
S076,2025-02,436705.15
S076,2025-03,460591.17
S076,2025-04,507403.71
S076,2025-05,526477.69
S076,2025-06,513276.17
S076,2025-07,532867.96
S076,2025-08,549377.04
S076,2025-09,537750.55
S076,2025-10,594924.47
S076,2025-11,593515.39
S076,2025-12,574450.34
S077,2025-01,228301.09
S077,2025-02,200559.37
S077,2025-03,233960.04
S077,2025-04,239079.66
S077,2025-05,241117.54
S077,2025-06,239631.03
S077,2025-07,268900.77
S077,2025-08,277708.72
S077,2025-09,267977.36
S077,2025-10,286187.39
S077,2025-11,302061.2
S077,2025-12,276774.19
S078,2025-01,193071.29
S078,2025-02,178969.31
S078,2025-03,182567.48
S078,2025-04,220412.31
S078,2025-05,225581.65
S078,2025-06,209493.51
S078,2025-07,227286.73
S078,2025-08,234316.74
S078,2025-09,233477.21
S078,2025-10,230104.55
S078,2025-11,271329.13
S078,2025-12,278391.97
S079,2025-01,496112.88
S079,2025-02,492522.48
S079,2025-03,521325.97
S079,2025-04,508834.97
S079,2025-05,526470.89
S079,2025-06,566574.1
S079,2025-07,592820.95
S079,2025-08,595753.95
S079,2025-09,556454.92
S079,2025-10,637792.41
S079,2025-11,740651.38
S079,2025-12,620693.57
S080,2025-01,118846.91
S080,2025-02,117044.57
S080,2025-03,131440.08
S080,2025-04,121373.1
S080,2025-05,123938.66
S080,2025-06,130523.14
S080,2025-07,132929.15
S080,2025-08,133904.55
S080,2025-09,136739.56
S080,2025-10,139010.31
S080,2025-11,166544.26
S080,2025-12,138636.91
S081,2025-01,160707.05
S081,2025-02,170507.29
S081,2025-03,156408.48
S081,2025-04,168729.97
S081,2025-05,185521.72
S081,2025-06,186518.14
S081,2025-07,177252.33
S081,2025-08,180167.74
S081,2025-09,179242.04
S081,2025-10,215496.84
S081,2025-11,224991.99
S081,2025-12,236658.26
S082,2025-01,194552.21
S082,2025-02,186998.6
S082,2025-03,198963.81
S082,2025-04,208458.37
S082,2025-05,217013.01
S082,2025-06,250514.29
S082,2025-07,220318.19
S082,2025-08,218555.65
S082,2025-09,231939.06
S082,2025-10,261294.47
S082,2025-11,253623.18
S082,2025-12,266219.13
S083,2025-01,100542.63
S083,2025-02,106013.76
S083,2025-03,107072.01
S083,2025-04,100292.22
S083,2025-05,119621.89
S083,2025-06,122007.66
S083,2025-07,118137.66
S083,2025-08,116585.61
S083,2025-09,116553.1
S083,2025-10,139684.4
S083,2025-11,156795.21
S083,2025-12,134340.07
S084,2025-01,163892.86
S084,2025-02,164495.41
S084,2025-03,198641.75
S084,2025-04,189788.74
S084,2025-05,178342.77
S084,2025-06,195148.81
S084,2025-07,180956.57
S084,2025-08,201516.76
S084,2025-09,220111.8
S084,2025-10,234836.11
S084,2025-11,249624.99
S084,2025-12,219223.82
S085,2025-01,165377.01
S085,2025-02,160667.7
S085,2025-03,157476.72
S085,2025-04,201729.83
S085,2025-05,197240.68
S085,2025-06,212532.76
S085,2025-07,222674.7
S085,2025-08,205558.27
S085,2025-09,214237.55
S085,2025-10,220910.75
S085,2025-11,248197.51
S085,2025-12,248414.3
S086,2025-01,464219.37
S086,2025-02,450025.14
S086,2025-03,489526.19
S086,2025-04,536251.22
S086,2025-05,502092.2
S086,2025-06,530681.34
S086,2025-07,550611.92
S086,2025-08,572284.77
S086,2025-09,551901.16
S086,2025-10,572994.1
S086,2025-11,648051.35
S086,2025-12,664905.5
S087,2025-01,716300.56
S087,2025-02,584116.96
S087,2025-03,632961.91
S087,2025-04,696296.19
S087,2025-05,721841.54
S087,2025-06,763793.22
S087,2025-07,710147.55
S087,2025-08,696191.32
S087,2025-09,774548.73
S087,2025-10,808304.62
S087,2025-11,961775.52
S087,2025-12,887040.45
S088,2025-01,355922.38
S088,2025-02,335583.72
S088,2025-03,407850.73
S088,2025-04,359410.07
S088,2025-05,397540.68
S088,2025-06,365061.68
S088,2025-07,376683.24
S088,2025-08,383152.5
S088,2025-09,449021.14
S088,2025-10,445945.15
S088,2025-11,474653.76
S088,2025-12,472650.71
S089,2025-01,161910.31
S089,2025-02,153652.01
S089,2025-03,155965.97
S089,2025-04,190236.56
S089,2025-05,182038.07
S089,2025-06,205588.47
S089,2025-07,196993.75
S089,2025-08,191094.28
S089,2025-09,188200.41
S089,2025-10,193279.69
S089,2025-11,226793.68
S089,2025-12,203288.97
S090,2025-01,127122.43
S090,2025-02,130714.51
S090,2025-03,126470.91
S090,2025-04,140846.25
S090,2025-05,131499.18
S090,2025-06,137149.63
S090,2025-07,135882.71
